venue,title,abstract,doi,is_msr,msr_reason,has_causal,causal_type,causal_reason,is_empirical,empirical_reason,correct,reason
ICSE 2023,DStream: A Streaming-Based Highly Parallel IFDS Framework,"The IFDS framework supports interprocedural dataflow analysis with distributive flow functions over finite domains. A large class of interprocedural dataflow analysis problems can be formulated as IFDS problems and thus can be solved with the IFDS framework precisely. Unfortunately, scaling IFDS analysis to large-scale programs is challenging in terms of both massive memory consumption and low analysis efficiency. This paper presents DStream, a scalable system dedicated to precise and highly parallel IFDS analysis for large-scale programs. DStream leverages a streaming-based out-of-core computation model to reduce memory footprint significantly and adopts fine-grained data parallelism to achieve efficiency. We implemented a taint analysis as a DStream instance analysis and compared DStream with three state-of-the-art tools. Our exper-iments validate that DStream outperforms all other tools with average speedups from 4.37x to 14.46x on a commodity PC with limited available memory. Meanwhile, the experiments confirm that DStream successfully scales to large-scale programs which the state-of-the-art tools (e.g., FlowDroid and/or DiskDroid) fail to analyze.",10.1109/ICSE48619.2023.00208,False,The paper does not mine software repositories to discover insights about software development processes or practices.,False,none,The paper makes performance comparison claims (speedups) but does not use causal inference methods or make causal claims.,False,"The paper proposes a new tool/framework (DStream) and evaluates it experimentally against baselines; this is a tool contribution paper with an empirical evaluation, not an empirical SE study investigating software engineering phenomena.",yes,
FSE 2019,Releasing fast and slow: an exploratory case study at ING,"The appeal of delivering new features faster has led many software projects to adopt rapid releases. However, it is not well understood what the effects of this practice are. This paper presents an exploratory case study of rapid releases at ING, a large banking company that develops software solutions in-house, to characterize rapid releases. Since 2011, ING has shifted to a rapid release model. This switch has resulted in a mixed environment of 611 teams releasing relatively fast and slow. We followed a mixed-methods approach in which we conducted a survey with 461 participants and corroborated their perceptions with 2 years of code quality data and 1 year of release delay data. Our research shows that: rapid releases are more commonly delayed than their non-rapid counterparts, however, rapid releases have shorter delays; rapid releases can be beneficial in terms of reviewing and user-perceived quality; rapidly released software tends to have a higher code churn, a higher test coverage and a lower average complexity; challenges in rapid releases are related to managing dependencies and certain code aspects, e.g., design debt.",10.1145/3338906.3338978,True,The study analyzes 2 years of code quality data and 1 year of release delay data extracted from software repositories to investigate the effects of rapid releases.,True,claim,"The paper makes causal claims such as 'rapid releases can be beneficial in terms of reviewing and user-perceived quality' and that the switch to rapid releases 'has resulted in' a mixed environment, implying causal effects of the release practice.",True,The paper conducts an exploratory case study at ING using mixed methods including a survey with 461 participants and analysis of code quality and release delay data.,yes,
FSE 2022,AutoTSG: learning and synthesis for incident troubleshooting,"Incident management is a key aspect of operating large-scale cloud services. To aid with faster and efficient resolution of incidents, engineering teams document frequent troubleshooting steps in the form of Troubleshooting Guides (TSGs), to be used by on-call engineers (OCEs). However, TSGs are siloed, unstructured, and often incomplete, requiring developers to manually understand and execute necessary steps. This results in a plethora of issues such as on-call fatigue, reduced productivity, and human errors. In this work, we conduct a large-scale empirical study of over 4K+ TSGs mapped to incidents and find that TSGs are widely used and help significantly reduce mitigation efforts. We then analyze feedback on TSGs provided by 400+ OCEs and propose a taxonomy of issues that highlights significant gaps in TSG quality. To alleviate these gaps, we investigate the automation of TSGs and propose AutoTSG -- a novel framework for automation of TSGs to executable workflows by combining machine learning and program synthesis. Our evaluation of AutoTSG on 50 TSGs shows the effectiveness in both identifying TSG statements (accuracy 0.89) and parsing them for execution (precision 0.94 and recall 0.91). Lastly, we survey ten Microsoft engineers and show the importance of TSG automation and the usefulness of AutoTSG.",10.1145/3540250.3558958,False,"While the paper analyzes incident management data and troubleshooting guides from a cloud service, these are operational artifacts rather than traditional software repositories (version control, issue trackers, code review systems, etc.).",True,claim,"The paper claims that TSGs 'help significantly reduce mitigation efforts' and that TSG quality gaps result in 'on-call fatigue, reduced productivity, and human errors,' implying causal relationships between TSG usage and outcomes.",True,"The paper conducts a large-scale empirical study of 4K+ TSGs mapped to incidents, analyzes feedback from 400+ on-call engineers, and surveys ten Microsoft engineers, collecting and analyzing both quantitative and qualitative data about incident management practices.",yes,
ICSE 2024,Barriers for Students During Code Change Comprehension,"Modern code review (MCR) is a key practice for many software engineering organizations, so undergraduate software engineering courses often teach some form of it to prepare students. However, research on MCR describes how many its professional implementations can fail, to say nothing on how these barriers manifest under students' particular contexts. To uncover barriers students face when evaluating code changes during review, we combine inter-views and surveys with an observational study. In a junior-level software engineering course, we first interviewed 29 undergrad-uate students about their experiences in code review. Next, we performed an observational study that presented 44 students from the same course with eight code change comprehension activities. These activities provided students with pull requests of potential refactorings in a familiar code base, collecting feedback on accuracy and challenges. This was followed by a reflection survey. Building on these methods, we combine (1) a qualitative analy-sis of the interview transcripts, activity comments, and reflection survey with (2) a quantitative assessment of their performance in identifying behavioral changes in order to outline the barriers that students face during code change comprehension. Our results reveal that students struggle with a number of facets around a program: the context for review, the review tools, the code itself, and the implications of the code changes. These findings - along with our result that student developers tend to overestimate behavioral similarity during code comparison - have implications for future support to help student developers have smoother code review experiences. We motivate a need for several interventions, including sentiment analysis on pull request comments to flag tox-icity, scaffolding for code comprehension while reviewing large changes, and behavioral diffing to contrast the evolution of syntax and semantics.",10.1145/3597503.3639227,False,"While the study involves pull requests and code changes, it is an observational/interview study of students rather than mining data from software repositories to discover insights.",False,none,The paper describes barriers and struggles students face but does not make explicit causal claims or use causal inference methods; it reports observations and associations.,True,"The paper collects and analyzes both qualitative and quantitative data through interviews, an observational study, and surveys with undergraduate students to investigate barriers in code change comprehension.",yes,
ASE 2025,Diplomatist: What Do Cross-language Dependencies Reflect Software Ecosystem Health?,"In large-scale software development, multilingual projects, those involving multiple interacting programming languages, have become increasingly common in both industry and the open-source community. Research indicates that cross-language dependencies in these projects can increase the like-lihood of risks, such as functionality defects and security vulnerabilities. While most existing studies focus on cross-language dependencies between host languages and specific guest languages (e.g., C/C++), interactions between host languages and a broader range of guest languages, as well as the broader impact of such dependencies on software ecosystems, remain underexplored.To address the above limitations, in this paper, we develop a technique, Diplomatist, to identify and analyze cross-language dependencies between host languages, such as Java, and guest languages, including JavaScript, Python, Ruby, PHP, and C/C++. Diplomatist automatically analyzes cross-language invocation APIs and constructs a large-scale knowledge repository to standardize code features for identifying library versions across various guest languages, enabling host languages to trace the guest language libraries they invoke. Evaluation shows that Diplomatist achieved an average precision of 88.9% and a recall of 91.5% on a high-quality benchmark, indicating its high accuracy in detecting cross-language dependencies. Using Diplomatist, we identified 435,258 Java libraries that indirectly or transitively depend on libraries from other ecosystems. Diplomatist provides a list of cross-language pivotal libraries that contribute to preserving the long-term health and sustainability of software ecosystems. Moreover, we conduct a case study to examine the impact of the risks introduced due to cross-language dependencies on programming language ecosystems, by analyzing a full-picture of the cross-language dependency graph. Our findings show that fragile projects or libraries can propagate security issues across ecosystems via these dependencies, impacting 13,739 downstream projects in the Maven ecosystem. We utilized Diplomatist to provide remediation suggestions to relevant project developers. Issue reports of some subjects have been confirmed by developers.",10.1109/ASE63991.2025.00158,True,"The paper mines software repositories (Maven ecosystem, library registries) to identify 435,258 Java libraries with cross-language dependencies and analyzes cross-language dependency graphs to discover security risk propagation across ecosystems.",True,claim,"The paper makes causal claims such as fragile projects 'propagate security issues across ecosystems via these dependencies' and that cross-language dependencies 'increase the likelihood of risks,' implying causal relationships between dependencies and ecosystem health impacts.",True,"The paper collects and analyzes large-scale data on cross-language dependencies across software ecosystems, conducts a case study on risk propagation, and evaluates their tool on a benchmark, constituting empirical investigation of software engineering phenomena.",yes,
ASE 2021,Testing Your Question Answering Software via Asking Recursively,"Question Answering (QA) is an attractive and challenging area in NLP community. There are diverse algorithms being proposed and various benchmark datasets with different topics and task formats being constructed. QA software has also been widely used in daily human life now. However, current QA software is mainly tested in a reference-based paradigm, in which the expected outputs (labels) of test cases need to be annotated with much human effort before testing. As a result, neither the just-in-time test during usage nor the extensible test on massive unlabeled real-life data is feasible, which keeps the current testing of QA software from being flexible and sufficient. In this paper, we propose a method, qaAskeR, with three novel Metamorphic Relations for testing QA software. qaAskeR does not require the annotated labels but tests QA software by checking its behaviors on multiple recursively asked questions that are related to the same knowledge. Experimental results show that qaAskeR can reveal violations at over 80% of valid cases without using any preannotated labels. Diverse answering issues, especially the limited generalization on question types across datasets, are revealed on a state-of-the-art QA algorithm.",10.1109/ASE51524.2021.9678670,False,"The paper tests QA software using metamorphic testing techniques on benchmark datasets, but does not mine software repositories for empirical insights about development processes.",False,none,The paper describes testing results and reveals violations but does not make causal claims or use causal inference methods.,True,"The paper proposes a testing method (qaAskeR) and evaluates it experimentally on QA software, collecting and analyzing data on violation rates and answering issues across datasets.",yes,
ASE 2019,Test Automation and Its Limitations: A Case Study,"Modern embedded systems are increasingly complex and contain multiple software layers from BSP (Board Support Packages) to OS to middleware to AI (Artificial Intelligence) algorithms like perception and voice recognition. Integrations of inter-layer and intra-layer in embedded systems provide dedicated services such as taking a picture or movie-streaming. Accordingly, it gets more complicated to find out the root cause of a system failure. This industrial proposal describes a difficulty of testing embedded systems, and presents a case study in terms of integration testing.",10.1109/ASE.2019.00139,False,The paper describes a case study of testing embedded systems but does not involve mining software repositories.,False,none,The abstract does not indicate any causal inference methods or causal claims; it describes difficulties and presents a case study.,True,"The paper presents an industrial case study examining integration testing of embedded systems, which constitutes empirical investigation of software engineering practices.",yes,
FSE 2015,Symbolic execution of programs with heap inputs,"Symbolic analysis is a core component of many automatic test generation and program verication approaches. To verify complex software systems, test and analysis techniques shall deal with the many aspects of the target systems at different granularity levels. In particular, testing software programs that make extensive use of heap data structures at unit and integration levels requires generating suitable input data structures in the heap. This is a main challenge for symbolic testing and analysis techniques that work well when dealing with numeric inputs, but do not satisfactorily cope with heap data structures yet. In this paper we propose a language HEX to specify invariants of partially initialized data structures, and a decision procedure that supports the incremental evaluation of structural properties in HEX. Used in combination with the symbolic execution of heap manipulating programs, HEX prevents the exploration of invalid states, thus improving the eefficiency of program testing and analysis, and avoiding false alarms that negatively impact on verication activities. The experimental data conrm that HEX is an effective and efficient solution to the problem of testing and analyzing heap manipulating programs, and outperforms the alternative approaches that have been proposed so far.",10.1145/2786805.2786842,False,The paper does not mine or analyze data from software repositories.,False,none,The paper does not make causal claims or use causal inference methods; it compares performance of approaches.,False,"The paper proposes a new language (HEX) and decision procedure for symbolic execution with an experimental evaluation, making it a technique paper with evaluation rather than an empirical SE study.",yes,
FSE 2019,Going big: a large-scale study on what big data developers ask,"Software developers are increasingly required to write big data code. However, they find big data software development challenging. To help these developers it is necessary to understand big data topics that they are interested in and the difficulty of finding answers for questions in these topics. In this work, we conduct a large-scale study on Stackoverflow to understand the interest and difficulties of big data developers. To conduct the study, we develop a set of big data tags to extract big data posts from Stackoverflow; use topic modeling to group these posts into big data topics; group similar topics into categories to construct a topic hierarchy; analyze popularity and difficulty of topics and their correlations; and discuss implications of our findings for practice, research and education of big data software development and investigate their coincidence with the findings of previous work.",10.1145/3338906.3338939,True,"The paper mines data from Stack Overflow, a Q&A repository for software developers, to extract and analyze big data-related posts.",False,none,"The paper analyzes popularity, difficulty, and correlations among topics but does not make causal claims or use causal inference methods.",True,The paper conducts a large-scale empirical study analyzing Stack Overflow posts to understand the interests and difficulties of big data developers using topic modeling and quantitative analysis.,yes,
ASE 2021,Cross-Lingual Transfer Learning Framework for Program Analysis,"Deep learning-based techniques have been widely applied to program analysis tasks, in fields such as type inference, fault localization, and code summarization. Hitherto deep learning-based software engineering systems rely thoroughly on supervised learning approaches, which require laborious manual effort to collect and label a prohibitively large amount of data. However, most Turing-complete imperative languages share similar control- and data-flow structures, which make it possible to transfer knowledge learned from one language to another. In this paper, we propose a general cross-lingual transfer learning framework PLATO for program analysis by using a series of techniques that are general to different downstream tasks. PLATO allows Bert-based models to leverage prior knowledge learned from the labeled dataset of one language and transfer it to the others. We evaluate our approaches on several downstream tasks such as type inference and code summarization to demonstrate its feasibility.",10.1109/ASE51524.2021.9678848,False,The paper does not mine software repositories to discover insights about software development processes or practices.,False,none,The paper does not make causal claims or use causal inference methods; it evaluates the feasibility of a transfer learning framework.,False,"The paper proposes a new cross-lingual transfer learning framework (PLATO) and evaluates it on downstream tasks; this is a technique paper with an empirical evaluation, not a primarily empirical SE study.",yes,
FSE 2015,T3i: a tool for generating and querying test suites for Java,"T3i is an automated unit-testing tool to test Java classes. To expose interactions T3i generates test-cases in the form of sequences of calls to the methods of the target class. What separates it from other testing tools is that it treats test suites as first class objects and allows users to e.g. combine, query, and filter them. With these operations, the user can construct a test suite with specific properties. Queries can be used to check correctness properties. Hoare triples, LTL formulas, and algebraic equations can be queried. T3i can be used interactively, thus facilitating more exploratory testing, as well as through a script. The familiar Java syntax can be used to control it, or alternatively one can use the much lighter Groovy syntax.",10.1145/2786805.2803182,False,The paper does not involve mining or analyzing data from software repositories.,False,none,The paper makes no causal claims or uses causal inference methods; it is a tool description paper.,False,The paper describes a tool (T3i) for generating and querying test suites for Java without presenting an empirical evaluation or data collection/analysis.,yes,
ASE 2022,Toward Improving the Robustness of Deep Learning Models via Model Transformation,"Deep learning (DL) techniques have attracted much attention in recent years, and have been applied to many application scenarios, including those that are safety-critical. Improving the universal robustness of DL models is vital and many approaches have been proposed in the last decades aiming at such a purpose. Among existing approaches, adversarial training is the most representative. It advocates a post model tuning process via incorporating adversarial samples. Although successful, they still suffer from the challenge of generalizability issues in the face of various attacks with unsatisfactory effectiveness. Targeting this problem, in this paper we propose a novel model training framework, which aims at improving the universal robustness of DL models via model transformation incorporated with a data augmentation strategy in a delta debugging fashion. We have implemented our approach in a tool, called Dare, and conducted an extensive evaluation on 9 DL models. The results show that our approach significantly outperforms existing adversarial training techniques. Specifically, Dare has achieved the highest Empirical Robustness in 29 of 45 testing scenarios under various attacks, while the number drops to 5 of 45 for the best baseline approach.",10.1145/3551349.3556920,False,The paper does not mine software repositories for empirical insights about software development.,False,none,The paper does not make causal claims or use causal inference methods; it reports comparative performance results of their approach versus baselines.,False,"The paper proposes a novel model training framework (Dare) and evaluates it experimentally; this is a technique paper with an empirical evaluation, not an empirical SE study investigating software engineering phenomena.",yes,
FSE 2023,A Generative and Mutational Approach for Synthesizing Bug-Exposing Test Cases to Guide Compiler Fuzzing,"Random test case generation, or fuzzing, is a viable means for uncovering compiler bugs. Unfortunately, compiler fuzzing can be time-consuming and inefficient with purely randomly generated test cases due to the complexity of modern compilers. We present COMFUZZ, a focused compiler fuzzing framework. COMFUZZ aims to improve compiler fuzzing efficiency by focusing on testing components and language features that are likely to trigger compiler bugs. Our key insight is human developers tend to make common and repeat errors across compiler implementations; hence, we can leverage the previously reported buggy-exposing test cases of a programming language to test a new compiler implementation. To this end, COMFUZZ employs deep learning to learn a test program generator from open-source projects hosted on GitHub. With the machine-generated test programs in place, COMFUZZ then leverages a set of carefully designed mutation rules to improve the coverage and bug-exposing capabilities of the test cases. We evaluate COMFUZZ on 11 compilers for JS and Java programming languages. Within 260 hours of automated testing runs, we discovered 33 unique bugs across nine compilers, of which 29 have been confirmed and 22, including an API documentation defect, have already been fixed by the developers. We also compared COMFUZZ to eight prior fuzzers on four evaluation metrics. In a 24-hour comparative test, COMFUZZ uncovers at least 1.5× more bugs than the state-of-the-art baselines.",10.1145/3611643.3616332,False,"While the approach uses open-source projects from GitHub for training, the paper's primary contribution is a fuzzing tool rather than mining repositories to discover empirical insights about software development.",False,none,The paper does not make causal claims or use causal inference methods; it presents comparative performance evaluations of the proposed tool against baselines.,False,"The paper proposes a new compiler fuzzing framework (COMFUZZ) and evaluates it empirically, making it a technique paper with an empirical evaluation rather than an empirical SE paper investigating software engineering phenomena.",yes,
FSE 2018,Software fairness,"A goal of software engineering research is advancing software quality and the success of the software engineering process. However, while recent studies have demonstrated a new kind of defect in software related to its ability to operate in fair and unbiased manner, software engineering has not yet wholeheartedly tackled these new kinds of defects, thus leaving software vulnerable. This paper outlines a vision for how software engineering research can help reduce fairness defects and represents a call to action by the software engineering research community to reify that vision. Modern software is riddled with examples of biased behavior, from automated translation injecting gender stereotypes, to vision systems failing to see faces of certain races, to the US criminal justice sytem relying on biased computational assessments of crime recidivism. While systems may learn bias from biased data, bias can also emerge from ambiguous or incomplete requirement specification, poor design, implementation bugs, and unintended component interactions. We argue that software fairness is analogous to software quality, and that numerous software engineering challenges in the areas of requirements, specification, design, testing, and verification need to be tackled to solve this problem.",10.1145/3236024.3264838,False,The paper does not mine or analyze data from software repositories.,True,claim,"The paper makes causal claims such as 'systems may learn bias from biased data' and 'bias can also emerge from ambiguous or incomplete requirement specification, poor design, implementation bugs, and unintended component interactions.'",False,"This is a vision/position paper outlining a call to action for the software engineering community to address fairness defects, without collecting or analyzing empirical data.",yes,
ICSE 2018,Identifying design problems in the source code: a grounded theory,"The prevalence of design problems may cause re-engineering or even discontinuation of the system. Due to missing, informal or outdated design documentation, developers often have to rely on the source code to identify design problems. Therefore, developers have to analyze different symptoms that manifest in several code elements, which may quickly turn into a complex task. Although researchers have been investigating techniques to help developers in identifying design problems, there is little knowledge on how developers actually proceed to identify design problems. In order to tackle this problem, we conducted a multi-trial industrial experiment with professionals from 5 software companies to build a grounded theory. The resulting theory offers explanations on how developers identify design problems in practice. For instance, it reveals the characteristics of symptoms that developers consider helpful. Moreover, developers often combine different types of symptoms to identify a single design problem. This knowledge serves as a basis to further understand the phenomena and advance towards more effective identification techniques.",10.1145/3180155.3180239,False,"The study is based on an industrial experiment with developers analyzing source code, not on mining data from software repositories.",False,none,"The paper builds a grounded theory to explain how developers identify design problems, focusing on descriptive and explanatory findings rather than making causal claims or using causal inference methods.",True,The paper conducts a multi-trial industrial experiment with professionals from 5 software companies and uses grounded theory methodology to collect and analyze qualitative data about how developers identify design problems.,yes,
FSE 2022,TAPHSIR: towards AnaPHoric ambiguity detection and ReSolution in requirements,"We introduce TAPHSIR – a tool for anaphoric ambiguity detection and anaphora resolution in requirements. TAPHSIR facilities reviewing the use of pronouns in a requirements specification and revising those pronouns that can lead to misunderstandings during the development process. To this end, TAPHSIR detects the requirements which have potential anaphoric ambiguity and further attempts interpreting anaphora occurrences automatically. TAPHSIR employs a hybrid solution composed of an ambiguity detection solution based on machine learning and an anaphora resolution solution based on a variant of the BERT language model. Given a requirements specification, TAPHSIR decides for each pronoun occurrence in the specification whether the pronoun is ambiguous or unambiguous, and further provides an automatic interpretation for the pronoun. The output generated by TAPHSIR can be easily reviewed and validated by requirements engineers. TAPHSIR is publicly available on Zenodo (https://doi.org/10.5281/zenodo.5902117).",10.1145/3540250.3558928,False,The paper does not involve mining or analyzing data from software repositories.,False,none,The paper does not make causal claims or use causal inference methods; it describes a tool's functionality.,False,"The paper introduces a tool (TAPHSIR) for anaphoric ambiguity detection and resolution in requirements, without presenting an empirical evaluation or data analysis.",yes,
ASE 2024,Enhancing Compositional Static Analysis with Dynamic Analysis,"In this paper we introduce a novel method for improving static analysis of real code by using dynamic analysis. We have implemented our technique to enhance the Infer static analyzer [6] for Erlang by supplementing its analysis with data obtained by FAUSTA [24] dynamic analysis. We present the technical details of the algorithm combining static and dynamic analysis and a case study on its evaluation on WhatsApp’s Erlang code to detect software defects. Results show an increase in detected bugs in 76% of the runs when data from dynamic analysis is used. In particular, on average, data provided by dynamic analysis for 1 function enables static analysis of 2.1 additional functions. Moreover, dynamic data enabled analysis of a property not verifiable using static analysis alone.",10.1145/3691620.3695599,False,The paper evaluates a combined static/dynamic analysis technique on production code but does not mine software repositories for empirical insights about development processes.,True,claim,The paper makes causal claims such as 'data provided by dynamic analysis for 1 function enables static analysis of 2.1 additional functions' and 'dynamic data enabled analysis of a property not verifiable using static analysis alone.',True,"The paper presents a case study evaluating their technique on WhatsApp's Erlang code, collecting and analyzing quantitative data on bug detection improvements.",no,"has_causal=True ambiguous: ""dynamic analysis enables static analysis"" is a tool integration result, not an SE intervention-outcome research question"
FSE 2023,Design by Contract for Deep Learning APIs,"Deep Learning (DL) techniques are increasingly being incorporated in critical software systems today. DL software is buggy too. Recent work in SE has characterized these bugs, studied fix patterns, and proposed detection and localization strategies. In this work, we introduce a preventative measure. We propose design by contract for DL libraries, DL Contract for short, to document the properties of DL libraries and provide developers with a mechanism to identify bugs during development. While DL Contract builds on the traditional design by contract techniques, we need to address unique challenges. In particular, we need to document properties of the training process that are not visible at the functional interface of the DL libraries. To solve these problems, we have introduced mechanisms that allow developers to specify properties of the model architecture, data, and training process. We have designed and implemented DL Contract for Python-based DL libraries and used it to document the properties of Keras, a well-known DL library. We evaluate DL Contract in terms of effectiveness, runtime overhead, and usability. To evaluate the utility of DL Contract, we have developed 15 sample contracts specifically for training problems and structural bugs. We have adopted four well-vetted benchmarks from prior works on DL bug detection and repair. For the effectiveness, DL Contract correctly detects 259 bugs in 272 real-world buggy programs, from well-vetted benchmarks provided in prior work on DL bug detection and repair. We found that the DL Contract overhead is fairly minimal for the used benchmarks. Lastly, to evaluate the usability, we conducted a survey of twenty participants who have used DL Contract to find and fix bugs. The results reveal that DL Contract can be very helpful to DL application developers when debugging their code.",10.1145/3611643.3616247,False,"The paper evaluates a proposed tool using existing benchmarks of buggy programs and a user survey, but does not mine software repositories to discover empirical insights about software development.",False,none,"The paper reports on the effectiveness, overhead, and usability of the proposed DL Contract approach without making causal claims or using causal inference methods.",True,"The paper collects and analyzes data through evaluating bug detection effectiveness on 272 real-world buggy programs from established benchmarks, measuring runtime overhead, and conducting a usability survey with 20 participants.",yes,
FSE 2022,Tracking patches for open source software vulnerabilities,"Open source software (OSS) vulnerabilities threaten the security of software systems that use OSS. Vulnerability databases provide valuable information (e.g., vulnerable version and patch) to mitigate OSS vulnerabilities. There arises a growing concern about the information quality of vulnerability databases. However, it is unclear what the quality of patches in existing vulnerability databases is; and existing manual or heuristic-based approaches for patch tracking are either too expensive or too specific to apply to all OSS vulnerabilities. To address these problems, we first conduct an empirical study to understand the quality and characteristics of patches for OSS vulnerabilities in two industrial vulnerability databases. Inspired by our study, we then propose the first automated approach, Tracer, to track patches for OSS vulnerabilities from multiple knowledge sources. Our evaluation has demonstrated that i) Tracer can track patches for up to 273.8% more vulnerabilities than heuristic-based approaches while achieving a higher F1-score by up to 116.8%; and ii) Tracer can complement industrial vulnerability databases. Our evaluation has also indicated the generality and practical usefulness of Tracer.",10.1145/3540250.3549125,True,The paper mines vulnerability databases and multiple knowledge sources (software repositories) to track patches for open source software vulnerabilities.,False,none,The paper describes an empirical study and proposes an automated approach but does not make causal claims or use causal inference methods.,True,"The paper conducts an empirical study to understand the quality and characteristics of patches in vulnerability databases, analyzing data from two industrial vulnerability databases.",yes,
ASE 2025,M2QCode: A Model-Driven Framework for Generating Multi-Platform Quantum Programs,"With the growing interest in quantum computing, the emergence of quantum supremacy has marked a pivotal milestone in the field. As a result, numerous quantum programming languages (QPLs) have been introduced to support the development of quantum algorithms. However, the application of Model-Driven Development (MDD) in quantum system engineering remains largely underexplored. This paper presents an MDD-based approach to support the structured design and implementation of quantum systems. Our framework enables the automatic generation of quantum code for multiple QPLs, thereby enhancing development efficiency and consistency across heterogeneous quantum platforms. The effectiveness and practicality of our approach have been demonstrated through multiple case studies.",10.1109/ASE63991.2025.00301,False,The paper does not involve mining or analyzing data from software repositories.,False,none,The paper does not make causal claims or use causal inference methods; it describes a framework and demonstrates its applicability.,False,"The paper presents a model-driven framework for generating quantum programs and demonstrates it through case studies that serve as illustrative examples of the framework's capabilities, rather than systematically collecting and analyzing data to investigate SE phenomena.",yes,
FSE 2017,JoanAudit: a tool for auditing common injection vulnerabilities,"JoanAudit is a static analysis tool to assist security auditors in auditing Web applications and Web services for common injection vulnerabilities during software development. It automatically identifies parts of the program code that are relevant for security and generates an HTML report to guide security auditors audit the source code in a scalable way. JoanAudit is configured with various security-sensitive input sources and sinks relevant to injection vulnerabilities and standard sanitization procedures that prevent these vulnerabilities. It can also automatically fix some cases of vulnerabilities in source code — cases where inputs are directly used in sinks without any form of sanitization — by using standard sanitization procedures. Our evaluation shows that by using JoanAudit, security auditors are required to inspect only 1% of the total code for auditing common injection vulnerabilities. The screen-cast demo is available at https://github.com/julianthome/joanaudit.",10.1145/3106237.3122822,False,The paper does not mine software repositories to discover insights about software development processes or practices.,False,none,The paper does not make causal claims or use causal inference methods; it describes tool functionality and a simple evaluation metric.,False,"The paper primarily proposes a static analysis tool (JoanAudit) with a brief evaluation metric (1% code inspection), but does not conduct a systematic empirical study of software engineering phenomena.",yes,
ASE 2021,On the Real-World Effectiveness of Static Bug Detectors at Finding Null Pointer Exceptions,"Static bug detectors aim at helping developers to automatically find and prevent bugs. In this experience paper, we study the effectiveness of static bug detectors at identifying Null Pointer Dereferences or Null Pointer Exceptions (NPEs). NPEs pervade all programming domains from systems to web development. Specifically, our study measures the effectiveness of five Java static bug detectors: CheckerFramework, ERADICATE, INFER, NULLAWAY, and SPOTBUGS. We conduct our study on 102 real-world and reproducible NPEs from 42 open-source projects found in the BUGSWARM and DEFECTS4J datasets. We apply two known methods to determine whether a bug is found by a given tool, and introduce two new methods that leverage stack trace and code coverage information. Additionally, we provide a categorization of the tool’s capabilities and the bug characteristics to better understand the strengths and weaknesses of the tools. Overall, the tools under study only find 30 out of 102 bugs (29.4%), with the majority found by ERADICATE. Based on our observations, we identify and discuss opportunities to make the tools more effective and useful.",10.1109/ASE51524.2021.9678535,True,"The study analyzes data from software repositories via the BUGSWARM and DEFECTS4J datasets, which contain bugs mined from open-source project repositories, and leverages stack traces and code coverage information from these repositories.",False,none,The paper measures and reports the effectiveness of tools at finding bugs but does not make causal claims or use causal inference methods.,True,"The paper conducts an empirical study measuring the effectiveness of five static bug detectors on 102 real-world NPEs from 42 open-source projects, collecting and analyzing quantitative data on bug detection rates.",yes,
ICSE 2025,GVI: Guided Vulnerability Imagination for Boosting Deep Vulnerability Detectors,"The use of deep learning to achieve automated software vulnerability detection has been a longstanding interest within the software security community. These deep vulnerability detectors are mostly trained in a supervised manner, which heavily relies on large-scale, high-quality vulnerability datasets. However, the vulnerability datasets used to train deep vulnerability detectors frequently exhibit class imbalance due to the inherent nature of vulnerability data, where vulnerable cases are significantly rarer than non-vulnerable cases. This imbalance adversely affects the effectiveness of these detectors. A promising solution to address the class imbalance problem is to artificially generate vulnerable samples to enhance vulnerability datasets, yet existing vulnerability generation techniques are not satisfactory due to their inadequate representation of real-world vulnerabilities or their reliance on large-scale vulnerable samples for training the generation model. This paper proposes G VI, a novel approach aimed at generating vulnerable samples to boost deep vulnerability detectors. G VI takes inspiration from human learning with imagination and proposes exploring LLMs to imagine and create new, informative vulnerable samples from given seed vulnerabilities. Specifically, we design a Chain-of-Thought inspired prompt in GVI that instructs the LLMs to first analyze the seed to retrieve attributes related to vulnerabilities and then generate a set of vulnerabilities based on the seed's attributes. Our extensive experiments on three vulnerability datasets (i.e., Devign, ReVeal, and BigVul) and across three deep vulnerability detectors (i.e., Devign, Re Veal, and Line Vul) demonstrate that the vulnerable samples generated by G VI are not only more accurate but also more effective in enhancing the performance of deep vulnerability detectors.",10.1109/ICSE55347.2025.00214,False,"The paper does not mine software repositories to discover insights about software development; rather, it uses existing vulnerability datasets to train and evaluate a vulnerability sample generation technique.",False,none,The paper evaluates the effectiveness of generated vulnerable samples in boosting detector performance but does not employ causal inference methods or make explicit causal claims beyond standard performance comparisons.,True,"The paper conducts extensive experiments on three vulnerability datasets (Devign, ReVeal, BigVul) and evaluates across three deep vulnerability detectors, collecting and analyzing quantitative data on the effectiveness of their approach.",yes,
