venue,title,abstract,doi,is_msr,msr_reason,has_causal,causal_type,causal_reason,is_empirical,empirical_reason,causal_method_class,correct,reason,causal_method_class_corrected
ICSE 2019,Do developers discover new tools on the toilet?,"Maintaining awareness of useful tools is a substantial challenge for developers. Physical newsletters are a simple technique to inform developers about tools. In this paper, we evaluate such a technique, called Testing on the Toilet, by performing a mixed-methods case study. We first quantitatively evaluate how effective this technique is by applying statistical causal inference over six years of data about tools used by thousands of developers. We then qualitatively contextualize these results by interviewing and surveying 382 developers, from authors to editors to readers. We found that the technique was generally effective at increasing software development tool use, although the increase varied depending on factors such as the breadth of applicability of the tool, the extent to which the tool has reached saturation, and the memorability of the tool name.",10.1109/ICSE.2019.00059,False,"While the paper analyzes data about tool usage by developers, it does not mine software repositories (version control, issue trackers, etc.); instead it analyzes internal tool usage logs and survey/interview data.",True,both,The paper explicitly states it applies 'statistical causal inference' methods and makes causal claims about the technique being 'effective at increasing software development tool use.',True,The paper conducts a mixed-methods case study combining quantitative analysis of six years of tool usage data from thousands of developers with qualitative interviews and surveys of 382 developers.,Regression-based Causal Inference,yes,,Regression-based Causal Inference
ICSE 2019,Tool choice matters: JavaScript quality assurance tools and usage outcomes in GitHub projects,"Quality assurance automation is essential in modern software development. In practice, this automation is supported by a multitude of tools that fit different needs and require developers to make decisions about which tool to choose in a given context. Data and analytics of the pros and cons can inform these decisions. Yet, in most cases, there is a dearth of empirical evidence on the effectiveness of existing practices and tool choices. We propose a general methodology to model the time- dependent effect of automation tool choice on four outcomes of interest: prevalence of issues, code churn, number of pull requests, and number of contributors, all with a multitude of controls. On a large data set of npm JavaScript projects, we extract the adoption events for popular tools in three task classes: linters, dependency managers, and coverage reporters. Using mixed methods approaches, we study the reasons for the adoptions and compare the adoption effects within each class, and sequential tool adoptions across classes. We find that some tools within each group are associated with more beneficial outcomes than others, providing an empirical perspective for the benefits of each. We also find that the order in which some tools are implemented is associated with varying outcomes.",10.1109/ICSE.2019.00060,True,"The paper mines GitHub repositories and npm package data to extract tool adoption events and analyze their effects on issues, code churn, pull requests, and contributors.",True,both,"The paper models 'time-dependent effect of automation tool choice on outcomes' and uses language like 'associated with more beneficial outcomes,' while proposing a methodology to study adoption effects, implying causal reasoning about how tool choices affect project outcomes.",True,"The paper collects and analyzes data from a large dataset of npm JavaScript projects to study the effects of tool adoption on various project outcomes, using mixed methods approaches.",Regression-based Causal Inference,yes,,Regression-based Causal Inference
ICSE 2019,Going farther together: the impact of social capital on sustained participation in open source,"Sustained participation by contributors in opensource software is critical to the survival of open-source projects and can provide career advancement benefits to individual contributors. However, not all contributors reap the benefits of open-source participation fully, with prior work showing that women are particularly underrepresented and at higher risk of disengagement. While many barriers to participation in open-source have been documented in the literature, relatively little is known about how the social networks that open-source contributors form impact their chances of long-term engagement. In this paper we report on a mixed-methods empirical study of the role of social capital (i.e., the resources people can gain from their social connections) for sustained participation by women and men in open-source GitHub projects. After combining survival analysis on a large, longitudinal data set with insights derived from a user survey, we confirm that while social capital is beneficial for prolonged engagement for both genders, women are at disadvantage in teams lacking diversity in expertise.",10.1109/ICSE.2019.00078,True,The study analyzes data extracted from GitHub repositories (a software repository) to examine contributor participation patterns and social networks.,True,both,"The paper uses survival analysis to study the 'impact' of social capital on sustained participation, employing causal language ('impact of social capital on sustained participation') and implying causal relationships (e.g., 'social capital is beneficial for prolonged engagement'), while survival analysis can serve as a method for estimating effects over time.",True,The paper reports a mixed-methods empirical study combining survival analysis on a large longitudinal dataset with a user survey to investigate the role of social capital in sustained open-source participation.,Survival / Hazard Modeling; Regression-based Causal Inference,yes,,Survival / Hazard Modeling; Regression-based Causal Inference
ICSE 2019,Test-driven code review: an empirical study,"Test-Driven Code Review (TDR) is a code review practice in which a reviewer inspects a patch by examining the changed test code before the changed production code. Although this practice has been mentioned positively by practitioners in informal literature and interviews, there is no systematic knowledge of its effects, prevalence, problems, and advantages. In this paper, we aim at empirically understanding whether this practice has an effect on code review effectiveness and how developers' perceive TDR. We conduct (i) a controlled experiment with 93 developers that perform more than 150 reviews, and (ii) 9 semi-structured interviews and a survey with 103 respondents to gather information on how TDR is perceived. Key results from the experiment show that developers adopting TDR find the same proportion of defects in production code, but more in test code, at the expenses of fewer maintainability issues in production code. Furthermore, we found that most developers prefer to review production code as they deem it more critical and tests should follow from it. Moreover, general poor test code quality and no tool support hinder the adoption of TDR. Public preprint: https://doi.org/10.5281/zenodo.2551217, data and materials: https://doi.org/10.5281/zenodo.2553139",10.1109/ICSE.2019.00110,False,"The study uses controlled experiments, interviews, and surveys rather than mining data from software repositories.",True,both,The paper uses a controlled experiment to measure the causal effect of TDR on code review effectiveness and makes causal claims such as 'whether this practice has an effect on code review effectiveness' and reports that TDR leads to finding more defects in test code at the expense of fewer maintainability issues.,True,"The paper conducts a controlled experiment with 93 developers performing over 150 reviews, semi-structured interviews, and a survey with 103 respondents to empirically study Test-Driven Code Review.",Randomized Controlled Experiment; Causal Fault Localization; Regression-based Causal Inference,no,"CFL questionable: paper evaluates TDR code review practice effectiveness via RCT, not performing causal fault localization",Randomized Controlled Experiment; Regression-based Causal Inference
ICSE 2020,Causal testing: understanding defects' root causes,"Understanding the root cause of a defect is critical to isolating and repairing buggy behavior. We present Causal Testing, a new method of root-cause analysis that relies on the theory of counterfactual causality to identify a set of executions that likely hold key causal information necessary to understand and repair buggy behavior. Using the Defects4J benchmark, we find that Causal Testing could be applied to 71% of real-world defects, and for 77% of those, it can help developers identify the root cause of the defect. A controlled experiment with 37 developers shows that Causal Testing improves participants' ability to identify the cause of the defect from 80% of the time with standard testing tools to 86% of the time with Causal Testing. The participants report that Causal Testing provides useful information they cannot get using tools such as JUnit. Holmes, our prototype, open-source Eclipse plugin implementation of Causal Testing, is available at http://holmes.cs.umass.edu/.",10.1145/3377811.3380377,False,"While the paper uses the Defects4J benchmark (a curated set of real-world defects), it does not mine software repositories to discover empirical insights about development processes; rather, it uses the benchmark to evaluate a proposed technique.",True,both,"The paper explicitly uses counterfactual causality theory as its core method ('Causal Testing') and makes causal claims about identifying root causes of defects, as well as claiming that Causal Testing improves developers' ability to identify defect causes.",True,"The paper conducts a controlled experiment with 37 developers and evaluates the approach on the Defects4J benchmark, collecting and analyzing data on developers' ability to identify root causes.",Counterfactual Analysis; Causal Fault Localization,yes,,Counterfactual Analysis; Causal Fault Localization
ICSE 2020,Primers or reminders?: the effects of existing review comments on code review,"In contemporary code review, the comments put by reviewers on a specific code change are immediately visible to the other reviewers involved. Could this visibility prime new reviewers' attention (due to the human's proneness to availability bias), thus biasing the code review outcome? In this study, we investigate this topic by conducting a controlled experiment with 85 developers who perform a code review and a psychological experiment. With the psychological experiment, we find that ≈70% of participants are prone to availability bias. However, when it comes to the code review, our experiment results show that participants are primed only when the existing code review comment is about a type of bug that is not normally considered; when this comment is visible, participants are more likely to find another occurrence of this type of bug. Moreover, this priming effect does not influence reviewers' likelihood of detecting other types of bugs. Our findings suggest that the current code review practice is effective because existing review comments about bugs in code changes are not negative primers, rather positive reminders for bugs that would otherwise be overlooked during code review. Data and materials: https://doi.org/10.5281/zenodo.3653856",10.1145/3377811.3380385,False,The study is a controlled experiment with human participants rather than an analysis of data mined from software repositories.,True,both,"The paper uses a controlled experiment (a causal inference method) and makes causal claims about priming effects, stating that visible comments cause participants to be more likely to find certain types of bugs.",True,"The paper conducts a controlled experiment with 85 developers performing code review and a psychological experiment, collecting and analyzing data to investigate the effects of existing review comments on code review outcomes.",Randomized Controlled Experiment; Causal Fault Localization,no,"CFL incorrect: paper studies cognitive priming/bias effects in code review via RCT, not software fault localization",Randomized Controlled Experiment
ICSE 2020,Scaling open source communities: an empirical study of the Linux kernel,"Large-scale open source communities, such as the Linux kernel, have gone through decades of development, substantially growing in scale and complexity. In the traditional workflow, maintainers serve as “gatekeepers” for the subsystems that they maintain. As the number of patches and authors significantly increases, maintainers come under considerable pressure, which may hinder the operation and even the sustainability of the community. A few subsystems have begun to use new workflows to address these issues. However, it is unclear to what extent these new workflows are successful, or how to apply them. Therefore, we conduct an empirical study on the multiple-committer model (MCM) that has provoked extensive discussion in the Linux kernel community. We explore the effect of the model on the i915 subsystem with respect to four dimensions: pressure, latency, complexity, and quality assurance. We find that after this model was adopted, the burden of the i915 maintainers was significantly reduced. Also, the model scales well to allow more committers. After analyzing the online documents and interviewing the maintainers of i915, we propose that overloaded subsystems which have trustworthy candidate committers are suitable for adopting the model. We further suggest that the success of the model is closely related to a series of measures for risk mitigation–sufficient precommit testing, strict review process, and the use of tools to simplify work and reduce errors. We employ a network analysis approach to locate candidate committers for the target subsystems and validate this approach and contextual success factors through email interviews with their maintainers. To the best of our knowledge, this is the first study focusing on how to scale open source communities. We expect that our study will help the rapidly growing Linux kernel and other similar communities to adapt to changes and remain sustainable.",10.1145/3377811.3380920,True,"The study mines data from the Linux kernel's software repositories (version control, patch submissions, commit history) and uses network analysis to analyze development processes and locate candidate committers.",True,both,"The paper explores 'the effect of the model on the i915 subsystem,' uses before/after analysis of model adoption, and makes causal claims such as 'the burden of the i915 maintainers was significantly reduced' after adoption, while also claiming the success 'is closely related to' specific risk mitigation measures.",True,"The paper conducts an empirical study of the Linux kernel's multiple-committer model, analyzing data across four dimensions (pressure, latency, complexity, quality assurance) and conducting interviews with maintainers.",Quasi-/Natural Experiment,yes,,Quasi-/Natural Experiment
ICSE 2021,"&#34;Do this! Do that!, And nothing will happen&#34; Do specifications lead to securely stored passwords?","Does the act of writing a specification (how the code should behave) for a piece of security sensitive code lead to developers producing more secure code? We asked 138 developers to write a snippet of code to store a password: Half of them were asked to write down a specification of how the code should behave before writing the program, the other half were asked to write the code but without being prompted to write a specification first. We find that explicitly prompting developers to write a specification has a small positive effect on the security of password storage approaches implemented. However, developers often fail to store passwords securely, despite claiming to be confident and knowledgeable in their approaches, and despite considering an appropriate range of threats. We find a need for developer-centered usable mechanisms for telling developers how to store passwords: lists of what they must do are not working.",10.1109/ICSE43902.2021.00053,False,"The study is a controlled experiment with human participants, not an analysis of data mined from software repositories.",True,both,The paper uses a controlled experiment (a causal inference method) and makes causal claims such as 'prompting developers to write a specification has a small positive effect on the security' and asks whether writing a specification 'leads to' more secure code.,True,"The paper conducts a controlled experiment with 138 developers, collecting and analyzing data on whether writing specifications affects the security of password storage code.",Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2021,The Mind Is a Powerful Place: How Showing Code Comprehensibility Metrics Influences Code Understanding,"Static code analysis tools and integrated development environments present developers with quality-related software metrics, some of which describe the understandability of source code. Software metrics influence overarching strategic decisions that impact the future of companies and the prioritization of everyday software development tasks. Several software metrics, however, lack in validation: we just choose to trust that they reflect what they are supposed to measure. Some of them were even shown to not measure the quality aspects they intend to measure. Yet, they influence us through biases in our cognitive-driven actions. In particular, they might anchor us in our decisions. Whether the anchoring effect exists with software metrics has not been studied yet. We conducted a randomized and double-blind experiment to investigate the extent to which a displayed metric value for source code comprehensibility anchors developers in their subjective rating of source code comprehensibility, whether performance is affected by the anchoring effect when working on comprehension tasks, and which individual characteristics might play a role in the anchoring effect. We found that the displayed value of a comprehensibility metric has a significant and large anchoring effect on a developer's code comprehensibility rating. The effect does not seem to affect the time or correctness when working on comprehension questions related to the code snippets under study. Since the anchoring effect is one of the most robust cognitive biases, and we have limited understanding of the consequences of the demonstrated manipulation of developers by non-validated metrics, we call for an increased awareness of the responsibility in code quality reporting and for corresponding tools to be based on scientific evidence.",10.1109/ICSE43902.2021.00055,False,"The study is a controlled experiment with human participants, not an analysis of data mined from software repositories.",True,both,"The randomized experiment is a causal inference method, and the paper makes causal claims such as the displayed metric value having an 'anchoring effect' on developers' ratings and discussing 'manipulation of developers by non-validated metrics.'",True,"The paper conducts a randomized, double-blind experiment to investigate the anchoring effect of displayed comprehensibility metrics on developers' subjective ratings and task performance.",Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2021,How Gamification Affects Software Developers: Cautionary Evidence from a Natural Experiment on GitHub,"We examine how the behavior of software developers changes in response to removing gamification elements from GitHub, an online platform for collaborative programming and software development. We find that the unannounced removal of daily activity streak counters from the user interface (from user profile pages) was followed by significant changes in behavior. Long-running streaks of activity were abandoned and became less common. Weekend activity decreased and days in which developers made a single contribution became less common. Synchronization of streaking behavior in the platform's social network also decreased, suggesting that gamification is a powerful channel for social influence. Focusing on a set of software developers that were publicly pursuing a goal to make contributions for 100 days in a row, we find that some of these developers abandon this quest following the removal of the public streak counter. Our findings provide evidence for the significant impact of gamification on the behavior of developers on large collaborative programming and software development platforms. They urge caution: gamification can steer the behavior of software developers in unexpected and unwanted directions.",10.1109/ICSE43902.2021.00058,True,"The paper mines data from GitHub repositories and user profiles to analyze developer activity patterns, streaks, and social network behavior before and after the removal of streak counters.",True,both,The paper leverages a natural experiment (the unannounced removal of streak counters) as a causal inference method and makes causal claims about the 'significant impact of gamification on the behavior of developers' and that 'gamification can steer the behavior of software developers.',True,"The paper collects and analyzes quantitative data from GitHub to examine how the removal of gamification elements affected developer behavior, constituting an empirical study based on a natural experiment.",Quasi-/Natural Experiment; Regression-based Causal Inference,yes,,Quasi-/Natural Experiment; Regression-based Causal Inference
ICSE 2021,Improving Fault Localization by Integrating Value and Predicate Based Causal Inference Techniques,"Statistical fault localization (SFL) techniques use execution profiles and success/failure information from software executions, in conjunction with statistical inference, to automatically score program elements based on how likely they are to be faulty. SFL techniques typically employ one type of profile data: either coverage data, predicate outcomes, or variable values. Most SFL techniques actually measure correlation, not causation, between profile values and success/failure, and so they are subject to confounding bias that distorts the scores they produce. This paper presents a new SFL technique, named UniVal, that uses causal inference techniques and machine learning to integrate information about both predicate outcomes and variable values to more accurately estimate the true failure-causing effect of program statements. UniVal was empirically compared to several coverage-based, predicate-based, and value-based SFL techniques on 800 program versions with real faults.",10.1109/ICSE43902.2021.00066,False,The paper does not mine software repositories; it uses execution profiles from program versions for fault localization evaluation.,True,both,The paper explicitly uses causal inference techniques to estimate 'failure-causing effects' and distinguishes between correlation and causation in statistical fault localization.,False,"The paper proposes a new fault localization technique (UniVal) and evaluates it empirically, making it a technique paper with empirical evaluation rather than a purely empirical SE study.",Causal Fault Localization,yes,,Causal Fault Localization
ICSE 2021,Why Security Defects Go Unnoticed during Code Reviews? A Case-Control Study of the Chromium OS Project,"Peer code review has been found to be effective in identifying security vulnerabilities. However, despite practicing mandatory code reviews, many Open Source Software (OSS) projects still encounter a large number of post-release security vulnerabilities, as some security defects escape those. Therefore, a project manager may wonder if there was any weakness or inconsistency during a code review that missed a security vulnerability. Answers to this question may help a manager pinpointing areas of concern and taking measures to improve the effectiveness of his/her project's code reviews in identifying security defects. Therefore, this study aims to identify the factors that differentiate code reviews that successfully identified security defects from those that missed such defects. With this goal, we conduct a case-control study of Chromium OS project. Using multi-stage semi-automated approaches, we build a dataset of 516 code reviews that successfully identified security defects and 374 code reviews where security defects escaped. The results of our empirical study suggest that the are significant differences between the categories of security defects that are identified and that are missed during code reviews. A logistic regression model fitted on our dataset achieved an AUC score of 0.91 and has identified nine code review attributes that influence identifications of security defects. While time to complete a review, the number of mutual reviews between two developers, and if the review is for a bug fix have positive impacts on vulnerability identification, opposite effects are observed from the number of directories under review, the number of total reviews by a developer, and the total number of prior commits for the file under review.",10.1109/ICSE43902.2021.00124,True,The study mines code review data from the Chromium OS project's repositories to build its dataset and analyze code review attributes related to security defect identification.,True,both,"The paper uses a case-control study design (an epidemiological causal inference method) and makes causal claims such as certain attributes having 'positive impacts on vulnerability identification' and 'opposite effects' from other factors, implying causal influence.",True,"The paper conducts a case-control study of the Chromium OS project, building a dataset of 890 code reviews and using logistic regression to identify factors differentiating successful and unsuccessful security defect identification.",Quasi-/Natural Experiment; Regression-based Causal Inference,yes,,Quasi-/Natural Experiment; Regression-based Causal Inference
ICSE 2021,&#34;Ignorance and Prejudice&#34; in Software Fairness,"Machine learning software can be unfair when making human-related decisions, having prejudices over certain groups of people. Existing work primarily focuses on proposing fairness metrics and presenting fairness improvement approaches. It remains unclear how key aspect of any machine learning system, such as feature set and training data, affect fairness. This paper presents results from a comprehensive study that addresses this problem. We find that enlarging the feature set plays a significant role in fairness (with an average effect rate of 38%). Importantly, and contrary to widely-held beliefs that greater fairness often corresponds to lower accuracy, our findings reveal that an enlarged feature set has both higher accuracy and fairness. Perhaps also surprisingly, we find that a larger training data does not help to improve fairness. Our results suggest a larger training data set has more unfairness than a smaller one when feature sets are insufficient; an important cautionary finding for practising software engineers.",10.1109/ICSE43902.2021.00129,False,"The paper studies machine learning fairness through experiments on datasets and models, but does not mine software repositories such as version control, issue trackers, or code review systems.",True,both,"The paper uses causal language such as 'affect fairness,' 'effect rate,' and 'enlarging the feature set plays a significant role in fairness,' and measures the effect of feature set size and training data size on fairness outcomes, implying causal relationships.",True,"The paper presents a comprehensive empirical study analyzing how feature sets and training data affect fairness in machine learning software, collecting and analyzing quantitative data about accuracy and fairness metrics.",Causal Fault Localization; Regression-based Causal Inference,yes,,Causal Fault Localization; Regression-based Causal Inference
ICSE 2022,Causality in Configurable Software Systems,"Detecting and understanding reasons for defects and inadvertent behavior in software is challenging due to their increasing complexity. In configurable software systems, the combinatorics that arises from the multitude of features a user might select from adds a further layer of complexity. We introduce the notion of feature causality, which is based on counterfactual reasoning and inspired by the seminal definition of actual causality by Halpern and Pearl. Feature causality operates at the level of system configurations and is capable of identifying features and their interactions that are the reason for emerging functional and non-functional properties. We present various methods to explicate these reasons, in particular well-established notions of responsibility and blame that we extend to the feature-oriented setting. Establishing a close connection of feature causality to prime implicants, we provide algorithms to effectively compute feature causes and causal explications. By means of an evaluation on a wide range of configurable software systems, including community benchmarks and real-world systems, we demonstrate the feasibility of our approach: We illustrate how our notion of causality facilitates to identify root causes, estimate the effects of features, and detect feature interactions.",10.1145/3510003.3510200,False,The paper does not mine software repositories; it evaluates a formal causality framework on configurable software system benchmarks.,True,method,"The paper explicitly introduces a causal inference framework ('feature causality') based on Halpern and Pearl's actual causality definition, using counterfactual reasoning to identify causal features and interactions.",False,"The paper introduces a formal notion of feature causality and algorithms, with an evaluation demonstrating feasibility on benchmarks and real-world systems, but the primary contribution is a new formal method/technique rather than an empirical investigation of software engineering phenomena.",Counterfactual Analysis,yes,,Counterfactual Analysis
ICSE 2022,Causality-Based Neural Network Repair,"Neural networks have had discernible achievements in a wide range of applications. The wide-spread adoption also raises the concern of their dependability and reliability. Similar to traditional decision-making programs, neural networks can have defects that need to be repaired. The defects may cause unsafe behaviors, raise security concerns or unjust societal impacts. In this work, we address the problem of repairing a neural network for desirable properties such as fairness and the absence of backdoor. The goal is to construct a neural network that satisfies the property by (minimally) adjusting the given neural network's parameters (i.e., weights). Specifically, we propose CARE (CAusality-based REpair), a causality-based neural network repair technique that 1) performs causality-based fault localization to identify the ‘guilty’ neurons and 2) optimizes the parameters of the identified neurons to reduce the misbehavior. We have empirically evaluated CARE on various tasks such as backdoor removal, neural network repair for fairness and safety properties. Our experiment results show that CARE is able to repair all neural networks efficiently and effectively. For fairness repair tasks, CARE successfully improves fairness by 61.91 % on average. For backdoor removal tasks, CARE reduces the attack success rate from over 98% to less than 1 %. For safety property repair tasks, CARE reduces the property violation rate to less than 1 %. Results also show that thanks to the causality-based fault localization, CARE's repair focuses on the misbehavior and preserves the accuracy of the neural networks.",10.1145/3510003.3510080,False,The paper does not mine software repositories; it focuses on repairing neural networks using causality-based fault localization and optimization.,True,method,The paper explicitly proposes a causality-based approach (CARE) that uses causality-based fault localization to identify 'guilty' neurons responsible for misbehavior.,False,"The paper proposes a new technique (CARE) for neural network repair and evaluates it empirically, making it a technique paper with empirical evaluation rather than an empirical SE paper investigating software engineering phenomena.",Causal Fault Localization,yes,,Causal Fault Localization
ICSE 2022,FlakiMe: Laboratory-Controlled Test Flakiness Impact Assessment,"Much research on software testing makes an implicit assumption that test failures are deterministic such that they always witness the presence of the same defects. However, this assumption is not always true because some test failures are due to so-called flaky tests, i.e., tests with non-deterministic outcomes. To help testing researchers better investigate flakiness, we introduce a test flakiness assessment and experimentation platform, called FlakiMe. FlakiMe supports the seeding of a (controllable) degree of flakiness into the behaviour of a given test suite. Thereby, FlakiMe equips researchers with ways to investigate the impact of test flakiness on their techniques under laboratory-controlled conditions. To demonstrate the application of FlakiMe, we use it to assess the impact of flakiness on mutation testing and program repair (the PRAPR and ARJA methods). These results indicate that a 10% flakiness is sufficient to affect the mutation score, but the effect size is modest (2% - 5% ), while it reduces the number of patches produced for repair by 20% up to 100% of repair problems; a devastating impact on this application of testing. Our experiments with FlakiMe demonstrate that flakiness affects different testing applications in very different ways, thereby motivating the need for a laboratory-controllable flakiness impact assessment platform and approach such as FlakiMe.",10.1145/3510003.3510194,False,The paper does not mine software repositories; it conducts laboratory-controlled experiments with seeded flakiness on test suites.,True,both,The paper uses controlled experiments to assess the causal impact of flakiness and makes causal claims such as 'flakiness affects different testing applications' and describes effect sizes of flakiness on mutation scores and repair outcomes.,True,The paper conducts controlled experiments using the FlakiMe platform to collect and analyze data on the impact of test flakiness on mutation testing and program repair.,Randomized Controlled Experiment; Causal Impact Analysis; Causal Fault Localization; Regression-based Causal Inference,no,"CFL questionable: paper assesses impact of test flakiness via controlled experiments, not using causal methods for fault localization",Randomized Controlled Experiment; Causal Impact Analysis; Regression-based Causal Inference
ICSE 2022,Garbage Collection Makes Rust Easier to Use: A Randomized Controlled Trial of the Bronze Garbage Collector,"Rust is a general-purpose programming language that is both type-and memory-safe. Rust does not use a garbage collector, but rather achieves these properties through a sophisticated, but complex, type system. Doing so makes Rust very efficient, but makes Rust relatively hard to learn and use. We designed Bronze, an optional, library-based garbage collector for Rust. To see whether Bronze could make Rust more usable, we conducted a randomized con-trolled trial with volunteers from a 633-person class, collecting data from 428 students in total. We found that for a task that required managing complex aliasing, Bronze users were more likely to complete the task in the time available, and those who did so required only about a third as much time (4 hours vs. 12 hours). We found no significant difference in total time, even though Bronze users re-did the task without Bronze afterward. Surveys indicated that ownership, borrowing, and lifetimes were primary causes of the challenges that users faced when using Rust.",10.1145/3510003.3510107,False,"The study is a controlled experiment with human participants, not an analysis of data mined from software repositories.",True,both,The paper uses a randomized controlled trial (an explicit causal inference method) and makes causal claims such as 'Garbage Collection Makes Rust Easier to Use' and that ownership/borrowing/lifetimes were 'primary causes of the challenges.',True,"The paper conducts a randomized controlled trial with 428 students to empirically evaluate whether the Bronze garbage collector makes Rust more usable, collecting quantitative and survey data.",Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2022,Imperative versus Declarative Collection Processing: An RCT on the Understandability of Traditional Loops versus the Stream API in Java,"Java introduced in version 8 with the Stream API means to operate on collections using lambda expressions. Since then, this API is an alternative way to handle collections in a more declarative manner instead of the traditional, imperative style using loops. However, whether the Stream API is beneficial in comparison to loops in terms of usability is unclear. The present paper introduces a randomized control trial (RCT) on the understandability of collection operations performed on 20 participants with the dependent variables response time and correctness. As tasks, subjects had to determine the results for collection operations (either defined with the Stream API or with loops). The results indicate that the Stream API has a significant (p<.001) and large [EQUATION] positive effect on the response times. Furthermore, the usage of the Stream API caused significantly less errors. And finally, the participants perceived their speed with the Stream API higher compared to the loop-based code and the participants considered the code based on the Stream API as more readable. Hence, while existing studies found a negative effect of declarative constructs (in terms of lambda expressions) on the usability of a main stream programming language, the present study found the opposite: the present study gives evidence that declarative code on collections using the Stream API based on lambda expressions has a large, positive effect in comparison to traditional loops.",10.1145/3510003.3519016,False,The study is a controlled experiment with human participants and does not involve mining data from software repositories.,True,both,The paper uses a randomized controlled trial (a causal inference method) and makes explicit causal claims such as 'the Stream API has a significant positive effect on the response times' and 'the usage of the Stream API caused significantly less errors.',True,"The paper conducts a randomized controlled trial (RCT) with 20 participants, collecting quantitative data on response time, correctness, and perceptions to compare two programming approaches.",Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2022,Less is More: Supporting Developers in Vulnerability Detection during Code Review,"Reviewing source code from a security perspective has proven to be a difficult task. Indeed, previous research has shown that developers often miss even popular and easy-to-detect vulnerabilities during code review. Initial evidence suggests that a significant cause may lie in the reviewers' mental attitude and common practices. In this study, we investigate whether and how explicitly asking developers to focus on security during a code review affects the detection of vulnerabilities. Furthermore, we evaluate the effect of providing a security checklist to guide the security review. To this aim, we conduct an online experiment with 150 participants, of which 71% report to have three or more years of professional development experience. Our results show that simply asking reviewers to focus on security during the code review increases eight times the probability of vulnerability detection. The presence of a security checklist does not significantly improve the outcome further, even when the checklist is tailored to the change under review and the existing vulnerabilities in the change. These results provide evidence supporting the mental attitude hypothesis and call for further work on security checklists' effectiveness and design. Preprint: https://arxiv.org/abs/2202.04586 Data and materials: https://doi.org/10.5281/zenodo.6026291",10.1145/3510003.3511560,False,The study is a controlled experiment with human participants rather than an analysis of data mined from software repositories.,True,both,The paper uses a controlled experiment (a causal inference method) and makes causal claims such as 'asking reviewers to focus on security increases eight times the probability of vulnerability detection' and evaluates 'the effect of providing a security checklist.',True,The paper conducts an online controlled experiment with 150 participants to investigate the effects of security focus and checklists on vulnerability detection during code review.,Randomized Controlled Experiment,yes,,Randomized Controlled Experiment
ICSE 2022,PerfSig: Extracting Performance Bug Signatures via Multi-modality Causal Analysis,"Diagnosing a performance bug triggered in production cloud environments is notoriously challenging. Extracting performance bug signatures can help cloud operators quickly pinpoint the problem and avoid repeating manual efforts for diagnosing similar performance bugs. In this paper, we present PerfSig, a multi-modality performance bug signature extraction tool which can identify principal anomaly patterns and root cause functions for performance bugs. PerfSig performs fine-grained anomaly detection over various machine data such as system metrics, system logs, and function call traces. We then conduct causal analysis across different machine data using information theory method to pinpoint the root cause function of a performance bug. PerfSig generates bug signatures as the combination of the identified anomaly patterns and root cause functions. We have implemented a prototype of PerfSig and conducted evaluation using 20 real world performance bugs in six commonly used cloud systems. Our experimental results show that PerfSig captures various kinds of fine-grained anomaly patterns from different machine data and successfully identifies the root cause functions through multi-modality causal analysis for 19 out of 20 tested performance bugs.",10.1145/3510003.3510110,False,"The paper analyzes runtime machine data (metrics, logs, call traces) from cloud systems rather than mining software repositories such as version control or issue trackers.",True,both,The paper explicitly uses causal analysis based on information theory to pinpoint root cause functions and makes causal claims about identifying root causes of performance bugs.,False,The paper proposes a tool (PerfSig) for extracting performance bug signatures and evaluates it on 20 real-world bugs; this is a tool/technique paper with an empirical evaluation rather than an empirical SE study investigating software engineering phenomena.,Causal Fault Localization,yes,,Causal Fault Localization
